latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
2025-01-14T18:00,229,233,28.9,16.1
2025-01-14T19:00,231,231,31.6,16.9
2025-01-14T20:00,231,228,33.7,18.2
2025-01-14T21:00,229,226,37.2,20.5
2025-01-14T22:00,231,229,34.8,19.8
2025-01-14T23:00,230,229,33.2,19.2
2025-01-15T00:00,228,227,34.3,20.3
2025-01-15T01:00,231,230,34.6,20.5
2025-01-15T02:00,233,233,35.1,21.0
2025-01-15T03:00,231,232,36.3,22.0
2025-01-15T04:00,229,230,37.9,23.0
2025-01-15T05:00,227,228,39.1,23.7
2025-01-15T06:00,226,226,39.1,23.7
2025-01-15T07:00,228,228,37.9,22.8
2025-01-15T08:00,229,228,38.3,22.8
2025-01-15T09:00,230,229,37.9,22.5
2025-01-15T10:00,231,229,37.0,22.0
2025-01-15T11:00,230,227,33.1,19.5
2025-01-15T12:00,229,226,32.8,18.1
2025-01-15T13:00,222,220,36.4,22.0
2025-01-15T14:00,224,222,40.3,24.2
2025-01-15T15:00,224,223,41.1,24.4
2025-01-15T16:00,224,223,42.4,24.6
2025-01-15T17:00,219,219,44.0,25.2
2025-01-15T18:00,220,218,43.7,24.5
2025-01-15T19:00,222,220,44.2,25.0
2025-01-15T20:00,223,221,44.1,25.2
2025-01-15T21:00,227,225,41.6,23.4
2025-01-15T22:00,227,228,38.4,21.5
2025-01-15T23:00,223,225,37.3,20.5
2025-01-16T00:00,223,225,32.6,17.3
2025-01-16T01:00,217,223,27.9,14.3
2025-01-16T02:00,214,218,30.6,16.2
2025-01-16T03:00,216,217,33.4,18.2
2025-01-16T04:00,222,221,34.3,19.2
2025-01-16T05:00,225,224,34.2,19.1
2025-01-16T06:00,223,222,33.4,18.6
2025-01-16T07:00,217,216,32.8,18.1
2025-01-16T08:00,218,216,34.0,18.8
2025-01-16T09:00,216,214,34.5,18.8
2025-01-16T10:00,218,216,34.1,19.5
2025-01-16T11:00,222,220,32.1,19.2
2025-01-16T12:00,226,222,23.5,14.1
2025-01-16T13:00,222,222,23.7,14.5
2025-01-16T14:00,225,225,23.4,14.0
2025-01-16T15:00,221,221,31.3,18.5
2025-01-16T16:00,219,220,30.8,17.3
2025-01-16T17:00,228,226,30.6,17.0
2025-01-16T18:00,229,227,33.0,18.6
2025-01-16T19:00,225,224,32.7,18.2
2025-01-16T20:00,219,218,33.2,18.4
2025-01-16T21:00,219,217,33.7,18.4
2025-01-16T22:00,230,225,36.0,20.2
2025-01-16T23:00,222,219,42.9,24.9
2025-01-17T00:00,232,227,45.2,27.0
2025-01-17T01:00,223,221,50.9,31.2
2025-01-17T02:00,226,224,54.4,33.4
2025-01-17T03:00,225,222,56.0,34.6
2025-01-17T04:00,224,222,55.7,34.6
2025-01-17T05:00,220,219,53.4,33.1
2025-01-17T06:00,221,220,51.1,31.5
2025-01-17T07:00,218,217,51.5,32.1
2025-01-17T08:00,221,221,48.5,29.9
2025-01-17T09:00,222,223,45.5,28.0
2025-01-17T10:00,221,221,42.4,26.0
2025-01-17T11:00,220,220,41.4,25.4
2025-01-17T12:00,222,220,39.0,24.1
2025-01-17T13:00,212,211,32.9,20.5
2025-01-17T14:00,224,219,28.9,16.9
2025-01-17T15:00,219,216,27.5,15.9
2025-01-17T16:00,216,213,28.2,16.2
2025-01-17T17:00,213,211,30.3,17.2
2025-01-17T18:00,207,204,31.2,17.3
2025-01-17T19:00,211,208,31.8,17.9
2025-01-17T20:00,223,218,33.0,19.1
2025-01-17T21:00,226,220,33.6,19.5
2025-01-17T22:00,228,222,31.0,17.8
2025-01-17T23:00,223,220,28.5,16.0
2025-01-18T00:00,220,219,27.3,15.3
2025-01-18T01:00,220,217,25.7,14.4
2025-01-18T02:00,221,217,26.9,15.2
2025-01-18T03:00,224,219,25.9,14.8
2025-01-18T04:00,228,221,25.9,14.5
2025-01-18T05:00,228,221,26.6,14.7
2025-01-18T06:00,232,223,24.5,13.2
2025-01-18T07:00,234,226,23.3,12.0
2025-01-18T08:00,233,228,21.5,11.3
2025-01-18T09:00,230,229,23.2,13.2
2025-01-18T10:00,226,226,25.1,15.7
2025-01-18T11:00,226,226,26.0,17.2
2025-01-18T12:00,226,226,29.5,20.4
2025-01-18T13:00,233,233,29.2,20.1
2025-01-18T14:00,231,231,28.6,19.6
2025-01-18T15:00,228,231,23.4,14.8
2025-01-18T16:00,212,218,22.1,13.3
2025-01-18T17:00,208,213,23.7,14.3
2025-01-18T18:00,201,207,23.1,13.5
2025-01-18T19:00,200,204,21.5,12.2
2025-01-18T20:00,202,207,19.6,10.5
2025-01-18T21:00,207,209,18.1,8.9
2025-01-18T22:00,214,215,16.1,7.4
2025-01-18T23:00,205,211,17.4,8.5
2025-01-19T00:00,197,204,18.1,9.4
2025-01-19T01:00,200,207,15.3,8.0
2025-01-19T02:00,201,210,14.4,6.6
2025-01-19T03:00,196,204,13.8,7.3
2025-01-19T04:00,195,208,13.3,6.9
2025-01-19T05:00,181,202,12.6,7.2
2025-01-19T06:00,170,175,11.0,7.3
2025-01-19T07:00,185,166,8.2,6.5
2025-01-19T08:00,196,173,7.3,7.1
2025-01-19T09:00,203,196,6.7,7.0
2025-01-19T10:00,204,227,7.4,7.5
2025-01-19T11:00,215,234,8.5,6.6
2025-01-19T12:00,244,247,8.2,5.8
2025-01-19T13:00,257,258,6.8,4.6
2025-01-19T14:00,250,252,8.5,5.8
2025-01-19T15:00,224,227,10.1,6.0
2025-01-19T16:00,212,218,17.3,9.8
2025-01-19T17:00,207,214,22.5,12.9
2025-01-19T18:00,210,214,24.9,13.9
2025-01-19T19:00,215,218,27.4,15.6
2025-01-19T20:00,217,220,27.6,15.9
2025-01-19T21:00,216,219,28.0,16.1
2025-01-19T22:00,215,217,28.7,16.3
2025-01-19T23:00,214,215,29.3,16.2
2025-01-20T00:00,211,212,29.4,16.1
2025-01-20T01:00,223,219,25.6,13.9
2025-01-20T02:00,219,218,25.4,14.1
2025-01-20T03:00,221,220,26.6,14.5
2025-01-20T04:00,228,224,29.0,16.1
2025-01-20T05:00,226,225,29.7,16.4
2025-01-20T06:00,225,224,30.4,17.4
2025-01-20T07:00,223,223,29.9,16.9
2025-01-20T08:00,222,223,28.4,15.9
2025-01-20T09:00,224,226,26.7,15.0
2025-01-20T10:00,224,226,25.1,14.3
2025-01-20T11:00,220,225,23.8,13.7
2025-01-20T12:00,227,230,20.4,13.1
2025-01-20T13:00,228,229,18.4,12.1
2025-01-20T14:00,234,233,17.1,11.7
2025-01-20T15:00,227,229,16.3,9.6
2025-01-20T16:00,223,226,20.2,11.7
2025-01-20T17:00,224,229,24.2,14.0
2025-01-20T18:00,224,232,24.1,14.0
2025-01-20T19:00,220,229,22.7,12.9
2025-01-20T20:00,215,225,24.2,13.2
2025-01-20T21:00,218,225,23.7,12.3
2025-01-20T22:00,221,224,23.4,12.1
2025-01-20T23:00,227,229,22.1,12.2
2025-01-21T00:00,225,226,23.2,12.7
2025-01-21T01:00,225,231,22.7,12.7
2025-01-21T02:00,223,229,22.1,12.2
2025-01-21T03:00,221,228,21.2,11.9
2025-01-21T04:00,215,221,21.6,12.1
2025-01-21T05:00,222,226,21.6,11.6
2025-01-21T06:00,224,227,22.5,11.6
2025-01-21T07:00,225,227,23.6,12.2
2025-01-21T08:00,219,226,24.9,12.9
2025-01-21T09:00,221,227,26.6,14.5
2025-01-21T10:00,229,232,25.5,15.1
2025-01-21T11:00,232,233,19.5,13.2
2025-01-21T12:00,242,242,20.5,14.1
2025-01-21T13:00,258,258,19.5,13.4
2025-01-21T14:00,259,256,14.6,10.3
2025-01-21T15:00,253,250,11.9,7.9
2025-01-21T16:00,242,245,16.0,7.6
2025-01-21T17:00,213,225,18.7,9.2
2025-01-21T18:00,207,217,22.5,11.5
2025-01-21T19:00,202,210,22.4,11.3
2025-01-21T20:00,205,215,20.9,10.5
2025-01-21T21:00,207,222,21.7,11.4
2025-01-21T22:00,205,221,23.4,12.3
2025-01-21T23:00,206,219,23.7,12.4
2025-01-22T00:00,204,217,21.2,11.0
2025-01-22T01:00,209,228,18.5,9.9
2025-01-22T02:00,213,236,16.1,9.2
2025-01-22T03:00,221,245,13.5,7.4
2025-01-22T04:00,220,243,11.7,5.9
2025-01-22T05:00,219,254,8.4,4.6
2025-01-22T06:00,217,251,7.2,4.8
2025-01-22T07:00,227,254,9.0,6.1
2025-01-22T08:00,236,259,12.5,7.8
2025-01-22T09:00,243,266,13.5,8.0
2025-01-22T10:00,251,273,12.3,7.6
2025-01-22T11:00,270,277,10.3,7.6
2025-01-22T12:00,282,279,9.3,7.2
2025-01-22T13:00,259,263,8.9,6.8
2025-01-22T14:00,265,265,8.7,6.7
2025-01-22T15:00,268,268,8.8,5.8
2025-01-22T16:00,262,265,9.0,4.9
2025-01-22T17:00,241,260,8.0,4.1
2025-01-22T18:00,218,243,9.7,6.2
2025-01-22T19:00,215,238,11.5,8.1
2025-01-22T20:00,218,239,13.4,9.0
2025-01-22T21:00,218,245,12.2,7.8
2025-01-22T22:00,218,249,10.4,7.1
2025-01-22T23:00,217,246,10.9,7.7
2025-01-23T00:00,216,249,9.5,6.7
2025-01-23T01:00,231,240,13.7,7.7
2025-01-23T02:00,230,231,11.3,4.2
2025-01-23T03:00,168,198,8.3,2.6
2025-01-23T04:00,198,204,13.0,5.1
2025-01-23T05:00,179,190,16.3,7.4
2025-01-23T06:00,155,170,18.1,8.4
2025-01-23T07:00,154,162,22.7,12.6
2025-01-23T08:00,164,170,30.4,18.0
2025-01-23T09:00,158,159,35.1,21.7
2025-01-23T10:00,160,164,33.2,20.4
2025-01-23T11:00,154,159,29.5,18.4
2025-01-23T12:00,157,162,28.5,17.4
2025-01-23T13:00,159,163,34.2,20.8
2025-01-23T14:00,171,172,32.7,19.9
2025-01-23T15:00,190,189,24.9,14.1
2025-01-23T16:00,213,211,19.9,10.9
2025-01-23T17:00,225,230,25.7,14.8
2025-01-23T18:00,238,247,25.7,14.9
2025-01-23T19:00,238,245,34.9,20.2
2025-01-23T20:00,228,234,33.1,19.9
2025-01-23T21:00,222,225,32.8,19.8
2025-01-23T22:00,216,218,33.6,20.2
2025-01-23T23:00,203,204,31.2,18.3
2025-01-24T00:00,182,184,31.4,18.4
2025-01-24T01:00,146,150,28.8,17.2
2025-01-24T02:00,143,149,35.4,22.2
2025-01-24T03:00,124,132,41.2,25.7
2025-01-24T04:00,123,135,46.6,29.1
2025-01-24T05:00,139,146,54.3,33.2
2025-01-24T06:00,160,164,66.2,41.8
2025-01-24T07:00,191,192,84.2,54.2
2025-01-24T08:00,180,182,85.2,56.3
2025-01-24T09:00,185,186,90.2,59.8
2025-01-24T10:00,194,197,84.3,56.3
2025-01-24T11:00,207,209,83.4,55.2
2025-01-24T12:00,213,214,82.4,55.5
2025-01-24T13:00,219,222,90.0,59.0
2025-01-24T14:00,230,232,94.7,61.2
2025-01-24T15:00,241,241,92.6,60.8
2025-01-24T16:00,235,238,86.3,47.8
2025-01-24T17:00,233,237,83.6,41.2
2025-01-24T18:00,232,235,81.5,45.8
2025-01-24T19:00,224,229,70.5,37.9
2025-01-24T20:00,227,230,64.7,40.9
2025-01-24T21:00,229,231,60.9,39.5
2025-01-24T22:00,228,229,55.0,37.6
2025-01-24T23:00,228,228,51.5,34.9
2025-01-25T00:00,231,233,52.5,35.2
2025-01-25T01:00,233,234,53.3,34.4
2025-01-25T02:00,231,234,50.5,32.7
2025-01-25T03:00,229,232,48.0,31.0
2025-01-25T04:00,228,230,49.1,31.5
2025-01-25T05:00,228,230,51.6,32.9
2025-01-25T06:00,230,232,54.1,34.2
2025-01-25T07:00,232,235,53.1,33.6
2025-01-25T08:00,233,236,49.6,31.2
2025-01-25T09:00,237,240,46.9,29.3
2025-01-25T10:00,240,242,47.0,30.2
2025-01-25T11:00,241,243,44.0,28.3
2025-01-25T12:00,241,243,37.8,24.5
2025-01-25T13:00,239,241,39.5,25.9
2025-01-25T14:00,242,244,35.2,22.8
2025-01-25T15:00,236,238,33.6,21.2
2025-01-25T16:00,227,229,32.7,19.1
2025-01-25T17:00,212,216,30.3,16.2
2025-01-25T18:00,214,215,39.3,23.0
2025-01-25T19:00,211,210,38.0,22.6
2025-01-25T20:00,199,201,36.3,21.5
2025-01-25T21:00,182,185,37.2,22.0
2025-01-25T22:00,186,187,31.8,18.3
2025-01-25T23:00,199,202,33.9,20.3
2025-01-26T00:00,211,211,39.8,24.4
2025-01-26T01:00,208,209,41.6,25.8
2025-01-26T02:00,218,219,38.1,23.5
2025-01-26T03:00,216,218,37.7,22.8
2025-01-26T04:00,214,216,37.5,22.3
2025-01-26T05:00,210,213,38.6,22.2
2025-01-26T06:00,212,213,37.4,21.9
2025-01-26T07:00,208,210,32.7,18.0
2025-01-26T08:00,194,198,31.0,17.1
2025-01-26T09:00,180,182,31.3,17.6
2025-01-26T10:00,170,172,31.1,19.0
2025-01-26T11:00,171,173,26.7,17.3
2025-01-26T12:00,142,147,19.7,12.6
2025-01-26T13:00,123,131,18.8,12.4
2025-01-26T14:00,89,95,21.3,14.8
2025-01-26T15:00,105,113,24.5,16.6
2025-01-26T16:00,105,112,31.7,19.9
2025-01-26T17:00,94,102,32.4,21.5
2025-01-26T18:00,107,115,35.5,21.8
2025-01-26T19:00,121,127,36.1,22.0
2025-01-26T20:00,125,132,34.4,21.2
2025-01-26T21:00,128,134,35.6,21.7
2025-01-26T22:00,138,145,33.2,19.5
2025-01-26T23:00,158,164,36.5,21.0
2025-01-27T00:00,165,168,35.8,20.5
2025-01-27T01:00,134,141,29.2,16.7
2025-01-27T02:00,136,145,27.7,14.6
2025-01-27T03:00,141,146,32.0,18.3
2025-01-27T04:00,145,150,28.1,15.6
2025-01-27T05:00,141,152,20.2,10.4
2025-01-27T06:00,146,157,16.2,7.4
2025-01-27T07:00,151,175,12.6,4.5
2025-01-27T08:00,178,194,15.6,5.8
2025-01-27T09:00,186,195,15.8,5.2
2025-01-27T10:00,199,200,17.5,8.9
2025-01-27T11:00,186,191,16.9,9.2
2025-01-27T12:00,179,182,17.8,11.2
2025-01-27T13:00,131,152,9.7,6.2
2025-01-27T14:00,146,155,17.9,11.8
2025-01-27T15:00,169,177,20.9,12.8
2025-01-27T16:00,177,186,16.1,6.7
2025-01-27T17:00,103,178,9.7,2.4
2025-01-27T18:00,95,147,10.3,4.3
2025-01-27T19:00,122,158,16.3,5.1
2025-01-27T20:00,116,163,14.5,4.6
2025-01-27T21:00,71,144,8.9,3.2
2025-01-27T22:00,53,87,6.5,4.8
2025-01-27T23:00,68,68,15.7,9.7
2025-01-28T00:00,81,66,21.7,9.9
2025-01-28T01:00,78,70,20.7,8.6
2025-01-28T02:00,75,65,19.0,7.5
2025-01-28T03:00,44,47,22.8,11.2
2025-01-28T04:00,39,42,31.0,18.4
2025-01-28T05:00,43,45,32.5,19.9
2025-01-28T06:00,41,45,30.7,18.9
2025-01-28T07:00,36,40,29.5,18.5
2025-01-28T08:00,27,31,27.9,17.7
2025-01-28T09:00,16,22,24.3,15.2
2025-01-28T10:00,4,11,16.5,10.5
2025-01-28T11:00,351,359,9.9,6.9
2025-01-28T12:00,328,328,6.1,4.7
2025-01-28T13:00,283,287,12.0,8.7
2025-01-28T14:00,289,295,19.5,12.6
2025-01-28T15:00,300,308,23.0,14.2
2025-01-28T16:00,305,313,22.2,13.4
2025-01-28T17:00,283,294,23.7,13.5
2025-01-28T18:00,271,283,25.7,14.6
2025-01-28T19:00,262,276,27.2,14.9
2025-01-28T20:00,264,277,30.8,17.0
2025-01-28T21:00,260,272,31.9,17.7
2025-01-28T22:00,259,270,34.0,19.1
2025-01-28T23:00,259,268,36.0,21.1
2025-01-29T00:00,267,272,35.1,21.1
2025-01-29T01:00,272,279,34.8,20.7
2025-01-29T02:00,276,280,38.4,23.5
2025-01-29T03:00,273,278,38.0,23.4
2025-01-29T04:00,276,283,33.8,20.6
2025-01-29T05:00,268,279,29.7,17.7
2025-01-29T06:00,236,246,33.7,19.3
2025-01-29T07:00,251,259,38.9,22.1
2025-01-29T08:00,258,266,35.0,19.0
2025-01-29T09:00,258,268,34.2,18.4
2025-01-29T10:00,262,271,33.7,18.2
2025-01-29T11:00,260,271,33.3,18.1
2025-01-29T12:00,267,274,32.5,17.8
2025-01-29T13:00,269,280,32.6,19.3
2025-01-29T14:00,271,279,30.8,17.5
2025-01-29T15:00,276,282,30.4,18.5
2025-01-29T16:00,281,287,32.6,19.2
2025-01-29T17:00,271,281,29.9,16.7
2025-01-29T18:00,262,274,35.2,19.2
2025-01-29T19:00,264,274,35.2,19.7
2025-01-29T20:00,262,272,33.5,18.7
2025-01-29T21:00,260,270,34.6,19.0
2025-01-29T22:00,265,272,35.7,19.9
2025-01-29T23:00,262,270,36.2,20.2
2025-01-30T00:00,257,265,36.2,20.3
2025-01-30T01:00,255,264,36.4,20.5
2025-01-30T02:00,256,264,36.7,20.7
2025-01-30T03:00,259,265,37.2,21.1
2025-01-30T04:00,259,265,34.1,19.1
2025-01-30T05:00,254,262,33.4,18.5
2025-01-30T06:00,251,260,32.8,17.9
2025-01-30T07:00,254,262,30.6,16.5
2025-01-30T08:00,257,266,30.3,16.3
2025-01-30T09:00,258,267,30.3,16.6
2025-01-30T10:00,260,266,29.2,16.8
2025-01-30T11:00,254,261,26.6,15.0
2025-01-30T12:00,252,259,26.1,15.0
2025-01-30T13:00,260,264,24.6,15.9
2025-01-30T14:00,263,266,20.2,13.2
2025-01-30T15:00,256,261,19.1,11.7
2025-01-30T16:00,240,249,20.5,11.2
2025-01-30T17:00,216,236,22.1,11.8
2025-01-30T18:00,213,230,27.1,14.6
2025-01-30T19:00,204,220,27.1,14.4
2025-01-30T20:00,206,216,28.3,15.0
2025-01-30T21:00,206,215,28.8,15.2
2025-01-30T22:00,199,207,26.9,13.9
2025-01-30T23:00,191,201,25.2,13.6
2025-01-31T00:00,183,191,25.1,13.2
2025-01-31T01:00,177,181,26.1,14.6
2025-01-31T02:00,171,177,22.7,12.0
2025-01-31T03:00,200,196,17.4,7.3
2025-01-31T04:00,156,187,7.8,1.8
2025-01-31T05:00,132,170,6.0,2.7
2025-01-31T06:00,90,284,0.7,0.4
2025-01-31T07:00,153,6,1.8,0.4
2025-01-31T08:00,172,72,2.3,1.3
2025-01-31T09:00,249,282,7.0,5.0
2025-01-31T10:00,250,278,9.8,8.4
2025-01-31T11:00,257,268,12.6,8.1
2025-01-31T12:00,229,235,6.6,4.1
2025-01-31T13:00,233,230,7.0,4.8
2025-01-31T14:00,205,207,5.5,3.8
2025-01-31T15:00,246,240,5.8,3.9
2025-01-31T16:00,180,207,4.4,2.0
2025-01-31T17:00,172,180,8.6,6.2
2025-01-31T18:00,196,210,12.7,9.2
2025-01-31T19:00,197,218,13.3,10.2
2025-01-31T20:00,194,212,14.8,10.7
2025-01-31T21:00,191,210,16.0,10.8
2025-01-31T22:00,197,212,17.1,10.0
2025-01-31T23:00,203,210,19.8,9.4
2025-02-01T00:00,196,201,20.2,8.6
2025-02-01T01:00,201,204,25.9,12.9
2025-02-01T02:00,194,198,26.2,13.2
2025-02-01T03:00,186,190,24.8,11.6
2025-02-01T04:00,191,191,23.9,9.7
2025-02-01T05:00,198,197,24.7,10.0
2025-02-01T06:00,203,200,23.2,10.3
2025-02-01T07:00,198,201,19.7,6.8
2025-02-01T08:00,180,194,19.1,6.7
2025-02-01T09:00,186,192,21.9,11.2
2025-02-01T10:00,190,194,19.7,11.3
2025-02-01T11:00,181,187,19.4,12.1
2025-02-01T12:00,188,189,22.8,14.5
2025-02-01T13:00,202,201,23.6,15.7
2025-02-01T14:00,198,199,23.0,14.7
2025-02-01T15:00,201,199,20.0,11.7
2025-02-01T16:00,200,201,23.2,12.9
2025-02-01T17:00,183,191,25.3,13.2
2025-02-01T18:00,189,192,28.9,15.7
2025-02-01T19:00,193,194,29.1,15.5
2025-02-01T20:00,235,212,19.8,8.4
2025-02-01T21:00,219,213,16.0,5.1
2025-02-01T22:00,179,196,19.3,7.0
2025-02-01T23:00,211,208,22.1,9.0
2025-02-02T00:00,200,201,31.2,15.1
2025-02-02T01:00,225,211,19.3,8.7
2025-02-02T02:00,205,205,16.3,5.6
2025-02-02T03:00,190,196,19.9,8.2
2025-02-02T04:00,208,203,23.3,11.2
2025-02-02T05:00,206,202,30.1,16.0
2025-02-02T06:00,204,199,32.6,17.3
2025-02-02T07:00,197,197,35.5,19.8
2025-02-02T08:00,199,198,37.5,21.9
2025-02-02T09:00,199,199,37.3,21.7
2025-02-02T10:00,209,208,37.2,22.2
2025-02-02T11:00,208,207,38.1,23.3
2025-02-02T12:00,206,206,40.9,25.8
2025-02-02T13:00,219,217,39.2,24.7
2025-02-02T14:00,216,215,41.1,25.7
2025-02-02T15:00,215,215,41.5,26.0
2025-02-02T16:00,210,213,37.9,23.2
2025-02-02T17:00,215,216,37.3,22.2
2025-02-02T18:00,211,213,34.7,20.5
2025-02-02T19:00,210,211,33.3,19.6
2025-02-02T20:00,212,214,31.8,19.2
2025-02-02T21:00,212,214,28.6,17.2
2025-02-02T22:00,214,216,27.7,16.1
2025-02-02T23:00,223,222,29.8,17.6
2025-02-03T00:00,219,219,32.1,19.1
2025-02-03T01:00,217,217,35.6,21.3
2025-02-03T02:00,220,218,37.1,21.7
2025-02-03T03:00,219,218,38.1,22.3
2025-02-03T04:00,214,213,40.1,23.4
2025-02-03T05:00,211,211,41.6,24.2
2025-02-03T06:00,203,203,43.0,25.2
2025-02-03T07:00,204,204,41.9,24.8
2025-02-03T08:00,201,201,45.6,27.2
2025-02-03T09:00,199,200,48.4,29.7
2025-02-03T10:00,196,197,49.2,31.3
2025-02-03T11:00,199,199,39.9,25.3
2025-02-03T12:00,201,202,35.9,22.8
2025-02-03T13:00,209,209,46.5,30.2
2025-02-03T14:00,208,208,47.0,30.4
2025-02-03T15:00,206,208,53.3,33.7
2025-02-03T16:00,205,206,55.7,35.4
2025-02-03T17:00,204,205,55.7,35.4
2025-02-03T18:00,204,204,56.7,36.1
2025-02-03T19:00,204,204,55.9,35.5
2025-02-03T20:00,201,202,54.2,34.1
2025-02-03T21:00,198,200,55.1,34.7
2025-02-03T22:00,199,199,59.0,37.4
2025-02-03T23:00,198,198,58.5,37.1
2025-02-04T00:00,194,196,57.6,36.4
2025-02-04T01:00,192,193,60.5,38.8
2025-02-04T02:00,190,191,59.2,37.9
2025-02-04T03:00,191,193,59.7,38.0
2025-02-04T04:00,192,193,59.9,38.1
2025-02-04T05:00,194,195,60.8,38.5
2025-02-04T06:00,192,193,60.0,38.3
2025-02-04T07:00,192,193,59.0,37.6
2025-02-04T08:00,192,194,54.7,34.6
2025-02-04T09:00,197,199,51.0,32.0
2025-02-04T10:00,206,208,44.1,27.2
2025-02-04T11:00,219,223,30.1,18.0
2025-02-04T12:00,234,238,30.9,18.7
2025-02-04T13:00,252,253,38.9,24.4
2025-02-04T14:00,235,238,31.3,19.5
2025-02-04T15:00,223,226,33.2,20.6
2025-02-04T16:00,220,222,39.3,24.5
2025-02-04T17:00,223,224,43.4,27.1
2025-02-04T18:00,235,237,45.0,28.6
2025-02-04T19:00,244,246,43.9,28.2
2025-02-04T20:00,255,257,46.9,30.0
2025-02-04T21:00,248,251,40.6,25.5
2025-02-04T22:00,241,244,39.2,24.5
2025-02-04T23:00,235,237,37.8,23.5
2025-02-05T00:00,237,240,39.5,24.8
2025-02-05T01:00,233,235,38.8,24.0
2025-02-05T02:00,235,237,40.7,25.2
2025-02-05T03:00,236,238,40.6,25.3
2025-02-05T04:00,240,242,41.3,25.6
2025-02-05T05:00,242,244,40.9,25.4
2025-02-05T06:00,245,247,39.8,24.6
2025-02-05T07:00,247,249,37.3,22.9
2025-02-05T08:00,246,248,36.0,22.2
2025-02-05T09:00,242,245,33.5,20.1
2025-02-05T10:00,241,244,29.1,17.6
2025-02-05T11:00,238,241,26.2,17.0
2025-02-05T12:00,247,249,30.1,20.7
2025-02-05T13:00,251,252,30.5,20.8
2025-02-05T14:00,253,254,28.8,19.4
2025-02-05T15:00,248,249,27.8,18.5
2025-02-05T16:00,243,246,27.8,17.4
2025-02-05T17:00,243,249,28.9,16.9
2025-02-05T18:00,240,247,30.0,17.1
2025-02-05T19:00,236,246,30.1,16.1
2025-02-05T20:00,227,238,29.8,15.9
2025-02-05T21:00,227,239,30.7,15.9
2025-02-05T22:00,232,242,30.0,15.5
2025-02-05T23:00,232,243,28.7,15.0
2025-02-06T00:00,223,236,27.2,14.0
2025-02-06T01:00,219,228,28.9,15.1
2025-02-06T02:00,224,231,28.8,14.6
2025-02-06T03:00,220,228,26.3,13.2
